(65.6880822649108, 139.01696314103663, 134.23227564108396)
(135.92759093222918, 192.52861159344863, 194.55090607324806)
(75.85189100139596, 170.24387101247214, 175.72747783871225)
(137.8677650803174, 188.11010952831708, 190.76949793471593)
(57.26636039382376, 88.6754982741312, 88.14611093098304)
(82.80896845566424, 175.8740768384069, 184.4603431590795)
(130.12179736684755, 168.04342014896758, 166.0029107041563)
(139.8791495733256, 175.31866346222512, 176.89486707996224)
(100.75906797766532, 181.3843278276814, 180.27281055560994)
(101.82752701768855, 120.6663840322736, 123.6504009076343)
(91.09010366634769, 153.49367071835283, 144.2040340476965)
(82.32350991333173, 178.04822550853692, 182.51493047880223)
(124.89033221549863, 150.73738816401536, 153.97892121597866)
(71.6216407740938, 173.8627719664628, 184.46666666670993)
(64.59821259956122, 182.66100417565167, 201.18612954883852)
(98.18737444578068, 156.36650837418705, 178.87480238213502)
(76.15905223086894, 153.27443162287742, 157.89568470511927)
(112.08518163692321, 186.5257709535892, 198.0870890621485)
(95.3422912498465, 177.59924210231694, 184.13518263151772)
(67.87139891668316, 185.99304766881542, 202.01945755657658)
(18.81093901399782, 123.03144388047163, 143.01234688414962)
(94.50646132275624, 172.60890946427804, 197.64789134165983)
(123.32532012985585, 155.20544380540713, 166.7637508604593)
(79.19202140838985, 155.72352076478361, 159.51114477031197)
(114.08184484134327, 165.51339725047865, 167.0097685884044)
(13.520913016912004, 115.33529828021132, 116.41805752423927)
(6.535420016505839, 110.48834039065291, 105.97436971236253)
(121.25602097037968, 176.14536025001772, 178.94576827042695)
(115.9775644864561, 172.32246185903074, 189.5769435729883)
(68.21312183663962, 184.2775939984961, 201.88537960955045)
(81.31858280819155, 153.51148793241163, 176.34036083707193)
(81.70518802213233, 144.68955714779824, 163.8896777805206)
(91.24706531388162, 133.11763525818907, 131.88177175679186)
(118.86697665041497, 168.31118281251037, 168.36762976106436)
(81.40154677604575, 192.01664622396606, 206.01463115461587)
